0,0.000000,-0.075846,0.796795,-0.854844,-1602.872070,123.373360,4.053590
1,0.008333,-0.169188,0.716378,-0.629652,-1602.852051,123.638924,4.133362
2,0.016667,-0.081864,0.795654,-0.855032,-1602.876099,123.370644,4.061722
3,0.025000,-0.165680,0.719303,-0.639370,-1602.855469,123.629150,4.136940
4,0.033333,-0.164865,0.716911,-0.633408,-1602.852173,123.629494,4.136513
5,0.041667,-0.196215,0.818395,-0.941568,-1602.837524,123.175873,3.992364
6,0.050000,-0.082558,0.797700,-0.852263,-1602.872681,123.383034,4.058709
7,0.058333,-0.084322,0.796732,-0.858331,-1602.873047,123.376205,4.058962
8,0.066667,-0.078861,0.797166,-0.858776,-1602.876343,123.368584,4.060256
9,0.075000,-0.162004,0.720829,-0.635472,-1602.856445,123.637871,4.138420
10,0.083333,-0.188906,0.817336,-0.941328,-1602.835693,123.181419,3.989919
11,0.091667,-0.084784,0.801141,-0.856887,-1602.873047,123.377594,4.056753
12,0.100000,-0.076326,0.798907,-0.857182,-1602.872070,123.373451,4.054853
13,0.108333,-0.082885,0.797385,-0.852390,-1602.876465,123.375633,4.062386
14,0.116667,-0.081900,0.797409,-0.855924,-1602.874756,123.365723,4.058667
15,0.125000,-0.078407,0.796715,-0.852111,-1602.873779,123.370934,4.061213
16,0.133333,-0.077626,0.796620,-0.856529,-1602.872559,123.369682,4.058171
17,0.141667,-0.083828,0.796753,-0.856331,-1602.873291,123.379196,4.058053
18,0.150000,-0.082826,0.796561,-0.857546,-1602.872192,123.372726,4.058023
19,0.158333,-0.162742,0.719670,-0.638302,-1602.855713,123.629417,4.134624
20,0.166667,-0.079734,0.796713,-0.855333,-1602.872681,123.380096,4.057483
21,0.175000,-0.273826,0.734941,-0.719690,-1602.818115,123.438309,4.069934
22,0.183333,-0.172592,0.720527,-0.637718,-1602.854980,123.633553,4.135240
23,0.191667,-0.277920,0.734527,-0.716186,-1602.815918,123.437569,4.075562
24,0.200000,-0.166840,0.715328,-0.632505,-1602.851685,123.641243,4.133173
25,0.208333,-0.169447,0.718849,-0.634236,-1602.852173,123.635910,4.132702
26,0.216667,-0.162569,0.719439,-0.637408,-1602.851685,123.632317,4.133441
27,0.225000,-0.082503,0.797754,-0.856515,-1602.869385,123.365982,4.062907
28,0.233333,-0.158950,0.718270,-0.637518,-1602.856079,123.631622,4.133130
29,0.241667,-0.081405,0.797562,-0.851957,-1602.875122,123.368660,4.057240
30,0.250000,-0.077186,0.796689,-0.851296,-1602.875977,123.368309,4.060787
31,0.258333,-0.082600,0.798407,-0.852886,-1602.870728,123.368187,4.060006
32,0.266667,-0.163661,0.719615,-0.634148,-1602.852539,123.634148,4.132550
33,0.275000,-0.078485,0.799123,-0.855551,-1602.872437,123.370407,4.053653
34,0.283333,-0.166727,0.719881,-0.634166,-1602.856567,123.631584,4.133873
35,0.291667,-0.166734,0.718545,-0.636105,-1602.857300,123.633057,4.139068
36,0.300000,-0.163774,0.720084,-0.632070,-1602.857300,123.630051,4.137133
37,0.308333,-0.082613,0.796641,-0.851531,-1602.871582,123.364929,4.060446
38,0.316667,-0.089114,0.796935,-0.857630,-1602.871948,123.368958,4.059055
39,0.325000,-0.163320,0.718625,-0.628856,-1602.853149,123.646271,4.129358
40,0.333333,-0.166497,0.717678,-0.633142,-1602.855835,123.637520,4.136016
41,0.341667,-0.166383,0.715599,-0.631457,-1602.852783,123.631424,4.141078
42,0.350000,-0.164506,0.717755,-0.633021,-1602.848267,123.622238,4.135738
43,0.358333,-0.164312,0.721098,-0.635556,-1602.853882,123.630508,4.137050
44,0.366667,-0.167066,0.719263,-0.636301,-1602.854736,123.637321,4.136189
45,0.375000,-0.077949,0.798459,-0.854794,-1602.872070,123.374420,4.052209
46,0.383333,-0.082850,0.798252,-0.855572,-1602.868652,123.371544,4.057745
47,0.391667,-0.081180,0.795216,-0.855200,-1602.869263,123.369545,4.054564
48,0.400000,-0.280357,0.737973,-0.721225,-1602.818848,123.423820,4.072682
49,0.408333,-0.080842,0.799856,-0.857600,-1602.876953,123.363419,4.060256
50,0.416667,-0.171485,0.721453,-0.633784,-1602.858643,123.630104,4.136950
51,0.425000,-0.166996,0.715866,-0.630852,-1602.850952,123.637856,4.132044
52,0.433333,-0.086317,0.795648,-0.853469,-1602.870605,123.374207,4.060003
53,0.441667,-0.074218,0.799395,-0.857947,-1602.876099,123.374695,4.058768
