Format Version,1.23,Take Name,LineTest 09022023_001,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-02-09 11.44.19.396 A.M.,Capture Start Frame,13175340,Total Frames in Take,1997,Total Exported Frames,1997,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,outer,outer,outer,outer,outer,outer,inner,inner,inner,inner,inner,inner,Robot,Robot,Robot,Robot,Robot,Robot
,ID,"4E59680EA26511ED1061CE48FBDC5DB3","4E59680EA26511ED1061CE48FBDC5DB3","4E59680EA26511ED1061CE48FBDC5DB3","4E59680EA26511ED1061CE48FBDC5DB3","4E59680EA26511ED1061CE48FBDC5DB3","4E59680EA26511ED1061CE48FBDC5DB3","66E8B991A26511ED1061CE48FBDC5DB3","66E8B991A26511ED1061CE48FBDC5DB3","66E8B991A26511ED1061CE48FBDC5DB3","66E8B991A26511ED1061CE48FBDC5DB3","66E8B991A26511ED1061CE48FBDC5DB3","66E8B991A26511ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3"
,,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
62,0.516667,,,,,,,,,,,,,0.320722,-3.658989,-0.433830,268.154785,97.958862,213.828293
63,0.525000,,,,,,,,,,,,,0.267701,-3.631338,-0.384593,268.128723,97.892197,213.846039
64,0.533333,,,,,,,,,,,,,0.320004,-3.664569,-0.435381,268.146454,97.945633,213.832779
65,0.541667,,,,,,,,,,,,,0.316556,-3.660050,-0.433021,268.156952,97.953072,213.822937
66,0.550000,,,,,,,,,,,,,0.324955,-3.695143,-0.372634,268.193939,98.075485,213.835236
67,0.558333,,,,,,,,,,,,,0.320087,-3.658725,-0.435296,268.154968,97.963799,213.822128
68,0.566667,,,,,,,,,,,,,0.267354,-3.635753,-0.387069,268.126343,97.900002,213.839951
69,0.575000,,,,,,,,,,,,,0.325877,-3.654229,-0.434567,268.156006,97.948395,213.827454
70,0.583333,,,,,,,,,,,,,0.323299,-3.663472,-0.432761,268.152344,97.946167,213.828842
71,0.591667,,,,,,,,,,,,,0.321268,-3.662012,-0.433463,268.154694,97.949501,213.827652
72,0.600000,,,,,,,,,,,,,0.323507,-3.667466,-0.437193,268.146729,97.949356,213.824677
73,0.608333,,,,,,,,,,,,,0.294099,-3.663230,-0.452126,268.167603,97.989067,213.815781
74,0.616667,,,,,,,,,,,,,0.316967,-3.661257,-0.432017,268.154999,97.953964,213.827621
75,0.625000,,,,,,,,,,,,,0.321701,-3.656147,-0.431295,268.156525,97.956535,213.826035
76,0.633333,,,,,,,,,,,,,0.327160,-3.655190,-0.436772,268.158997,97.942116,213.823227
77,0.641667,,,,,,,,,,,,,0.321566,-3.663384,-0.437940,268.153107,97.946198,213.830734
78,0.650000,,,,,,,,,,,,,0.318713,-3.657472,-0.437972,268.158661,97.949242,213.823975
79,0.658333,,,,,,,,,,,,,-0.053363,-3.830150,-0.176507,268.071198,98.339546,213.996277
80,0.666667,,,,,,,,,,,,,0.327411,-3.689847,-0.373833,268.198273,98.066170,213.839096
81,0.675000,,,,,,,,,,,,,0.238277,-3.640256,-0.399427,268.143738,97.922684,213.832153
82,0.683333,,,,,,,,,,,,,0.316168,-3.661089,-0.432816,268.158722,97.951958,213.827499
83,0.691667,,,,,,,,,,,,,0.319183,-3.660667,-0.428411,268.151489,97.955048,213.827484
84,0.700000,,,,,,,,,,,,,-0.003661,-3.853685,-0.119671,268.096558,98.408585,214.017014
85,0.708333,,,,,,,,,,,,,0.294815,-3.663091,-0.449153,268.164307,97.988831,213.813416
86,0.716667,,,,,,,,,,,,,0.322601,-3.659283,-0.434569,268.152832,97.943863,213.828812
87,0.725000,,,,,,,,,,,,,0.321377,-3.658412,-0.432252,268.157013,97.950943,213.825989
88,0.733333,,,,,,,,,,,,,0.316314,-3.660628,-0.428464,268.152130,97.957558,213.828247
89,0.741667,,,,,,,,,,,,,0.293805,-3.665293,-0.450229,268.166321,97.997475,213.813675
90,0.750000,,,,,,,,,,,,,0.296836,-3.663093,-0.452227,268.167206,97.993858,213.811646
91,0.758333,,,,,,,,,,,,,0.323854,-3.659311,-0.434030,268.152740,97.954247,213.820023
92,0.766667,,,,,,,,,,,,,0.231909,-3.647202,-0.397916,268.129730,97.928932,213.839462
93,0.775000,,,,,,,,,,,,,0.322250,-3.658152,-0.429401,268.151703,97.945335,213.826721
94,0.783333,,,,,,,,,,,,,0.295197,-3.663615,-0.448511,268.167999,97.988045,213.813568
95,0.791667,,,,,,,,,,,,,0.293507,-3.662482,-0.445100,268.165436,97.994415,213.807632
96,0.800000,,,,,,,,,,,,,0.321056,-3.655068,-0.432823,268.153595,97.961678,213.821518
97,0.808333,,,,,,,,,,,,,0.319111,-3.663629,-0.435411,268.151978,97.955750,213.822815
98,0.816667,,,,,,,,,,,,,0.288068,-3.670925,-0.451900,268.156067,97.985313,213.820328
99,0.825000,,,,,,,,,,,,,0.319144,-3.670070,-0.433756,268.149597,97.938713,213.834045
100,0.833333,,,,,,,,,,,,,0.260692,-3.638078,-0.386268,268.125000,97.898491,213.849106
101,0.841667,,,,,,,,,,,,,0.288977,-3.669605,-0.447535,268.156128,97.992249,213.819504
102,0.850000,,,,,,,,,,,,,0.292358,-3.662834,-0.449899,268.168213,97.995430,213.811203
103,0.858333,,,,,,,,,,,,,0.318762,-3.656126,-0.430800,268.156219,97.955185,213.827438
104,0.866667,,,,,,,,,,,,,0.294464,-3.664718,-0.450926,268.169739,97.981743,213.817841
105,0.875000,,,,,,,,,,,,,0.319694,-3.658168,-0.434579,268.148285,97.950607,213.829453
106,0.883333,,,,,,,,,,,,,0.292487,-3.662875,-0.446240,268.164886,97.987694,213.816681
107,0.891667,,,,,,,,,,,,,0.320369,-3.668000,-0.435015,268.146088,97.956451,213.829468
108,0.900000,,,,,,,,,,,,,0.320569,-3.659340,-0.430071,268.155701,97.955315,213.820541
109,0.908333,,,,,,,,,,,,,0.324576,-3.656698,-0.430211,268.156067,97.955841,213.824982
110,0.916667,,,,,,,,,,,,,0.321221,-3.659305,-0.435886,268.154175,97.949379,213.828400
111,0.925000,,,,,,,,,,,,,0.316400,-3.660422,-0.433089,268.157776,97.949158,213.828384
112,0.933333,,,,,,,,,,,,,0.322098,-3.654869,-0.428973,268.153870,97.950516,213.828064
113,0.941667,,,,,,,,,,,,,0.317151,-3.655026,-0.434906,268.150482,97.952652,213.823792
114,0.950000,,,,,,,,,,,,,0.320742,-3.658549,-0.435506,268.155640,97.951424,213.821320
115,0.958333,,,,,,,,,,,,,0.321425,-3.656957,-0.428809,268.154510,97.951332,213.819366
116,0.966667,,,,,,,,,,,,,0.291076,-3.661836,-0.449524,268.168152,97.985352,213.812195
117,0.975000,,,,,,,,,,,,,0.325015,-3.663590,-0.435089,268.148712,97.952911,213.831329
118,0.983333,,,,,,,,,,,,,0.318620,-3.660100,-0.431191,268.154572,97.958153,213.826294
119,0.991667,,,,,,,,,,,,,0.293221,-3.666092,-0.448516,268.165894,97.988350,213.809769
120,1.000000,,,,,,,,,,,,,0.326069,-3.657445,-0.430852,268.156342,97.949890,213.823151
121,1.008333,,,,,,,,,,,,,0.319392,-3.658035,-0.431394,268.151245,97.952118,213.828735
122,1.016667,,,,,,,,,,,,,0.325641,-3.655976,-0.439950,268.157166,97.948898,213.829361
123,1.025000,,,,,,,,,,,,,0.291379,-3.665365,-0.448552,268.170685,97.993614,213.815338
124,1.033333,,,,,,,,,,,,,0.315322,-3.657139,-0.431558,268.154572,97.958397,213.823669
125,1.041667,,,,,,,,,,,,,0.233623,-3.641098,-0.402814,268.141296,97.931465,213.833023
126,1.050000,,,,,,,,,,,,,0.318066,-3.667138,-0.435291,268.144928,97.950356,213.831390
127,1.058333,,,,,,,,,,,,,0.238340,-3.639921,-0.396944,268.136200,97.927010,213.834213
128,1.066667,,,,,,,,,,,,,0.324416,-3.659720,-0.433776,268.151611,97.953308,213.824738
129,1.075000,,,,,,,,,,,,,0.324727,-3.657164,-0.429248,268.155090,97.955666,213.823639
130,1.083333,,,,,,,,,,,,,0.316944,-3.658871,-0.429327,268.156555,97.958397,213.824646
131,1.091667,,,,,,,,,,,,,0.313793,-3.661854,-0.433972,268.151367,97.957550,213.828415
132,1.100000,,,,,,,,,,,,,0.319654,-3.667746,-0.433213,268.144165,97.950676,213.829102
133,1.108333,,,,,,,,,,,,,0.293989,-3.670701,-0.450221,268.158478,97.981445,213.824814
134,1.116667,,,,,,,,,,,,,0.293082,-3.664082,-0.450371,268.168365,97.987617,213.816620
135,1.125000,,,,,,,,,,,,,0.293714,-3.667737,-0.448074,268.159515,97.990364,213.812744
136,1.133333,,,,,,,,,,,,,0.295017,-3.661942,-0.450821,268.166168,97.992317,213.809219
137,1.141667,,,,,,,,,,,,,0.320508,-3.659596,-0.433863,268.154358,97.953827,213.822739
138,1.150000,,,,,,,,,,,,,0.321737,-3.664779,-0.433809,268.146027,97.954010,213.832321
139,1.158333,,,,,,,,,,,,,0.263019,-3.645409,-0.385615,268.119568,97.893242,213.855286
140,1.166667,,,,,,,,,,,,,0.295737,-3.662108,-0.448510,268.165863,97.983536,213.816788
141,1.175000,,,,,,,,,,,,,0.324753,-3.658766,-0.433986,268.154999,97.951927,213.829269
142,1.183333,,,,,,,,,,,,,0.239006,-3.641122,-0.402454,268.140991,97.938286,213.828537
143,1.191667,,,,,,,,,,,,,0.319778,-3.658161,-0.432256,268.156219,97.958710,213.826889
144,1.200000,,,,,,,,,,,,,0.321887,-3.657421,-0.431025,268.151794,97.951981,213.828552
145,1.208333,,,,,,,,,,,,,0.296347,-3.663360,-0.449348,268.169281,97.984825,213.818771
146,1.216667,,,,,,,,,,,,,0.318588,-3.658910,-0.433233,268.153931,97.951797,213.823639
147,1.225000,,,,,,,,,,,,,0.299462,-3.661188,-0.450088,268.168304,97.986313,213.814285
148,1.233333,,,,,,,,,,,,,0.320084,-3.658152,-0.432918,268.157288,97.956596,213.823303
149,1.241667,,,,,,,,,,,,,-0.057128,-3.763405,-0.162489,268.138916,98.354462,213.945923
150,1.250000,,,,,,,,,,,,,0.292472,-3.664679,-0.445916,268.164398,97.986877,213.815460
151,1.258333,,,,,,,,,,,,,0.321654,-3.660097,-0.428988,268.155365,97.954552,213.828735
152,1.266667,,,,,,,,,,,,,0.318749,-3.660856,-0.432840,268.154480,97.958405,213.830582
153,1.275000,,,,,,,,,,,,,0.290585,-3.664994,-0.449150,268.164459,97.991570,213.812759
154,1.283333,,,,,,,,,,,,,0.292461,-3.665415,-0.451726,268.163544,97.993355,213.814606
155,1.291667,,,,,,,,,,,,,0.321974,-3.658023,-0.434218,268.154419,97.946770,213.823792
156,1.300000,,,,,,,,,,,,,0.289731,-3.667448,-0.445207,268.159149,97.987480,213.820801
157,1.308333,,,,,,,,,,,,,0.322780,-3.656694,-0.432687,268.156311,97.950996,213.826660
