Format Version,1.23,Take Name,Squaretest 2023-02-09 10.56.53 AM_003,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-02-09 11.15.00.872 A.M.,Capture Start Frame,12964338,Total Frames in Take,4160,Total Exported Frames,4160,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Robot,Robot,Robot,Robot,Robot,Robot
,ID,"9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3"
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
129,1.075000,0.005445,0.001396,-0.004318,270.293396,98.210930,239.637863
130,1.083333,-0.063184,-0.004057,-0.053047,270.337646,98.298943,239.674271
131,1.091667,0.001352,0.003263,-0.002300,270.289856,98.214577,239.639450
132,1.100000,0.137718,-0.048310,-0.147894,270.346741,98.411659,239.691010
133,1.108333,-0.059087,0.032498,-0.049491,270.365417,98.305214,239.646729
134,1.116667,-0.000578,0.000625,-0.002438,270.291351,98.217789,239.641754
135,1.125000,-0.055407,0.001569,-0.000979,270.294769,98.293144,239.583313
136,1.133333,-0.063043,-0.042355,-0.081650,270.288086,98.320732,239.638611
137,1.141667,0.003910,-0.032970,-0.008504,270.249878,98.208527,239.669220
138,1.150000,0.000853,0.002626,-0.002502,270.286987,98.213226,239.638535
139,1.158333,0.004000,0.001386,0.001448,270.288239,98.211205,239.640060
140,1.166667,0.004482,-0.027110,-0.013160,270.257294,98.219604,239.615097
141,1.175000,-0.059345,0.032902,-0.049161,270.364197,98.315201,239.652496
142,1.183333,-0.007000,0.027611,-0.109187,270.374207,98.280411,239.601547
143,1.191667,0.136636,-0.047300,-0.148098,270.350922,98.421524,239.691559
144,1.200000,-0.047625,-0.066715,-0.020869,270.234650,98.283386,239.585693
145,1.208333,-0.059915,-0.044770,-0.075600,270.293457,98.316353,239.640244
146,1.216667,-0.062943,-0.001687,-0.053825,270.327057,98.303383,239.673676
147,1.225000,0.007039,-0.035590,-0.008625,270.252319,98.202240,239.659851
148,1.233333,0.012783,-0.025384,-0.019884,270.264343,98.216393,239.608215
149,1.241667,0.006640,-0.033877,-0.007215,270.252472,98.202194,239.669647
150,1.250000,-0.056867,-0.005910,-0.007447,270.302979,98.285271,239.587036
151,1.258333,0.006636,-0.035015,-0.010784,270.253357,98.201660,239.662460
152,1.266667,0.005440,-0.033203,-0.007703,270.247070,98.205933,239.659729
153,1.275000,-0.061219,-0.004136,-0.054070,270.321777,98.310150,239.668472
154,1.283333,-0.118484,-0.043830,-0.079400,270.301300,98.399200,239.580719
155,1.291667,-0.059102,-0.003827,-0.071608,270.335388,98.323112,239.608429
156,1.300000,-0.055663,-0.037801,-0.008929,270.261200,98.281387,239.608704
157,1.308333,0.007705,-0.032852,-0.009461,270.250427,98.202957,239.661270
158,1.316667,0.002177,0.002999,-0.004861,270.287811,98.205902,239.641876
159,1.325000,0.069131,-0.055270,-0.215668,270.393646,98.528244,239.659988
160,1.333333,0.001368,0.000463,-0.000879,270.290955,98.214493,239.639618
161,1.341667,0.009851,-0.030223,-0.010816,270.247040,98.207298,239.661636
162,1.350000,-0.051951,0.000077,-0.000359,270.299408,98.284576,239.585846
163,1.358333,0.010827,-0.033532,-0.009543,270.250977,98.197418,239.663223
164,1.366667,-0.060617,-0.004903,-0.074157,270.333954,98.321671,239.612900
165,1.375000,0.136415,-0.079728,-0.165469,270.323090,98.417931,239.665710
166,1.383333,0.006914,-0.035047,-0.007853,270.252045,98.208641,239.669907
167,1.391667,0.010645,-0.037191,-0.010675,270.252899,98.203102,239.662231
168,1.400000,-0.054466,0.003651,-0.004353,270.299835,98.292122,239.579254
169,1.408333,0.011634,-0.030675,-0.010945,270.257111,98.196335,239.657852
170,1.416667,0.006157,-0.035423,-0.013991,270.254700,98.201469,239.659515
171,1.425000,0.003343,-0.036409,-0.006578,270.248871,98.199921,239.663528
172,1.433333,-0.037773,-0.000095,-0.044500,270.324066,98.275261,239.625076
173,1.441667,0.005533,0.002667,-0.001956,270.292755,98.204269,239.640213
174,1.450000,-0.053174,-0.068213,-0.021502,270.235199,98.285027,239.585266
175,1.458333,0.009428,-0.031683,-0.009563,270.256073,98.200569,239.661667
176,1.466667,0.063431,-0.054248,-0.215631,270.392456,98.531273,239.663177
177,1.475000,0.013356,-0.023184,-0.017772,270.260406,98.202164,239.614075
178,1.483333,0.004516,0.006777,-0.001057,270.293854,98.209496,239.634369
179,1.491667,0.131316,-0.011089,-0.139577,270.384888,98.422234,239.667023
180,1.500000,-0.057191,-0.068348,-0.024870,270.230286,98.287384,239.587799
181,1.508333,0.065671,-0.022129,-0.211692,270.429321,98.531563,239.630554
182,1.516667,0.009977,0.007566,-0.006801,270.293091,98.200005,239.631912
183,1.525000,0.011213,-0.032361,-0.010947,270.258331,98.198151,239.659760
184,1.533333,0.004335,0.005627,-0.003930,270.294098,98.202339,239.634811
185,1.541667,0.135536,-0.081915,-0.155638,270.311310,98.414642,239.671097
186,1.550000,0.004539,0.003029,-0.000924,270.289490,98.209221,239.635635
187,1.558333,0.003995,-0.033706,-0.006029,270.251312,98.200958,239.664124
188,1.566667,0.005998,-0.031808,-0.005870,270.247467,98.205933,239.663528
189,1.575000,0.005013,-0.030265,-0.011475,270.256927,98.201515,239.664383
190,1.583333,0.007784,0.007182,-0.004501,270.291382,98.201103,239.642792
191,1.591667,0.004622,-0.033518,-0.008553,270.251678,98.206230,239.667389
192,1.600000,0.011066,-0.024462,-0.015891,270.266632,98.209152,239.617508
193,1.608333,0.002978,-0.034813,-0.010524,270.256836,98.199936,239.666290
194,1.616667,0.005681,-0.032820,-0.007457,270.253723,98.198891,239.663666
195,1.625000,-0.003919,-0.033423,-0.004258,270.252716,98.209435,239.664841
196,1.633333,0.009965,0.007347,-0.000228,270.290222,98.202202,239.639374
197,1.641667,0.001286,0.000381,-0.001833,270.285614,98.212257,239.641953
