Format Version,1.23,Take Name,Take 2023-03-16 12.01.21 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-03-16 12.01.22.234 P.M.,Capture Start Frame,7098907,Total Frames in Take,2899,Total Exported Frames,2899,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,outer,outer,outer,outer,outer,outer,inner,inner,inner,inner,inner,inner,Robot,Robot,Robot,Robot,Robot,Robot
,ID,"4E59680EA26511ED1061CE48FBDC5DB3","4E59680EA26511ED1061CE48FBDC5DB3","4E59680EA26511ED1061CE48FBDC5DB3","4E59680EA26511ED1061CE48FBDC5DB3","4E59680EA26511ED1061CE48FBDC5DB3","4E59680EA26511ED1061CE48FBDC5DB3","66E8B991A26511ED1061CE48FBDC5DB3","66E8B991A26511ED1061CE48FBDC5DB3","66E8B991A26511ED1061CE48FBDC5DB3","66E8B991A26511ED1061CE48FBDC5DB3","66E8B991A26511ED1061CE48FBDC5DB3","66E8B991A26511ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3"
,,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
118,0.983333,,,,,,,,,,,,,0.816235,0.821832,-0.122399,7.417706,102.745659,-32.272095
119,0.991667,,,,,,,,,,,,,0.836099,0.827830,-0.124838,7.425356,102.764694,-32.290840
120,1.000000,,,,,,,,,,,,,0.816830,0.825181,-0.127413,7.443946,102.749817,-32.301193
121,1.008333,,,,,,,,,,,,,1.021381,0.769408,-0.060457,7.188726,102.422424,-32.267120
122,1.016667,,,,,,,,,,,,,0.829420,0.824203,-0.163419,7.510065,102.726715,-32.333771
123,1.025000,,,,,,,,,,,,,0.845703,0.833621,-0.170575,7.531948,102.719521,-32.309906
124,1.033333,,,,,,,,,,,,,0.847239,0.847216,-0.174347,7.574411,102.760971,-32.299217
125,1.041667,,,,,,,,,,,,,0.875215,0.771521,-0.153732,7.283041,102.366966,-32.136745
126,1.050000,,,,,,,,,,,,,0.969819,0.619213,-0.260582,7.201666,102.268265,-32.037796
127,1.058333,,,,,,,,,,,,,0.990112,0.627449,-0.253087,7.219077,102.249016,-32.025894
128,1.066667,,,,,,,,,,,,,0.976082,0.661383,-0.252320,7.244347,102.251572,-32.048969
129,1.075000,,,,,,,,,,,,,0.787676,0.747185,-0.328771,7.548522,102.554634,-32.088730
130,1.083333,,,,,,,,,,,,,1.000478,0.626802,-0.277239,7.226800,102.246452,-32.030022
131,1.091667,,,,,,,,,,,,,0.796935,0.727786,-0.319251,7.534636,102.550514,-32.037819
132,1.100000,,,,,,,,,,,,,0.793393,0.727550,-0.316508,7.524845,102.547165,-32.026039
133,1.108333,,,,,,,,,,,,,0.795853,0.766721,-0.318837,7.537937,102.556541,-32.075928
134,1.116667,,,,,,,,,,,,,0.775501,0.720775,-0.295000,7.499465,102.540489,-32.010948
135,1.125000,,,,,,,,,,,,,0.778218,0.723531,-0.280255,7.472317,102.514687,-31.989239
136,1.133333,,,,,,,,,,,,,0.765412,0.719042,-0.266797,7.448124,102.526176,-31.989141
137,1.141667,,,,,,,,,,,,,1.011666,0.579142,-0.242095,7.117072,102.208359,-31.942226
138,1.150000,,,,,,,,,,,,,0.784333,0.723351,-0.240232,7.415581,102.517097,-31.974272
139,1.158333,,,,,,,,,,,,,0.742235,0.714301,-0.215111,7.378002,102.531631,-31.957920
140,1.166667,,,,,,,,,,,,,0.770152,0.717980,-0.219735,7.372139,102.529243,-31.975153
141,1.175000,,,,,,,,,,,,,0.755076,0.718562,-0.218272,7.365000,102.539314,-31.968538
142,1.183333,,,,,,,,,,,,,0.788309,0.710254,-0.227504,7.357805,102.518242,-31.948368
143,1.191667,,,,,,,,,,,,,0.759988,0.711883,-0.222148,7.365577,102.530098,-31.960234
144,1.200000,,,,,,,,,,,,,0.761897,0.719017,-0.217608,7.371453,102.530357,-31.971399
145,1.208333,,,,,,,,,,,,,0.763159,0.722579,-0.222799,7.389367,102.522545,-31.976618
146,1.216667,,,,,,,,,,,,,0.754192,0.722361,-0.227996,7.398794,102.519699,-31.974613
147,1.225000,,,,,,,,,,,,,0.749885,0.724771,-0.233217,7.406513,102.518028,-31.975613
148,1.233333,,,,,,,,,,,,,0.754412,0.717339,-0.234583,7.409677,102.515564,-31.974741
149,1.241667,,,,,,,,,,,,,0.751357,0.719414,-0.236141,7.414960,102.520081,-31.977930
150,1.250000,,,,,,,,,,,,,0.758074,0.730655,-0.221895,7.405189,102.520134,-31.977419
151,1.258333,,,,,,,,,,,,,0.762141,0.724133,-0.227708,7.399516,102.530579,-31.984529
152,1.266667,,,,,,,,,,,,,0.750764,0.725416,-0.220864,7.392161,102.524498,-31.984915
153,1.275000,,,,,,,,,,,,,0.766138,0.716820,-0.235630,7.386543,102.534706,-31.987019
154,1.283333,,,,,,,,,,,,,0.762726,0.720616,-0.225037,7.382905,102.530693,-31.985243
155,1.291667,,,,,,,,,,,,,0.743990,0.721498,-0.216967,7.385519,102.511131,-31.966795
156,1.300000,,,,,,,,,,,,,0.763111,0.718984,-0.223719,7.382272,102.533195,-31.982891
157,1.308333,,,,,,,,,,,,,0.751657,0.718645,-0.221741,7.381371,102.517845,-31.969622
158,1.316667,,,,,,,,,,,,,0.764195,0.722753,-0.224456,7.391712,102.518867,-31.971596
159,1.325000,,,,,,,,,,,,,0.768597,0.719678,-0.235995,7.391361,102.519302,-31.975243
160,1.333333,,,,,,,,,,,,,0.753508,0.729887,-0.218781,7.391495,102.517250,-31.978306
161,1.341667,,,,,,,,,,,,,0.759530,0.719742,-0.233568,7.392679,102.522911,-31.981625
162,1.350000,,,,,,,,,,,,,0.752647,0.713185,-0.233984,7.390913,102.506386,-31.965628
163,1.358333,,,,,,,,,,,,,0.751993,0.722767,-0.223780,7.394727,102.529640,-31.981018
164,1.366667,,,,,,,,,,,,,0.749500,0.723347,-0.221613,7.396757,102.516273,-31.966877
165,1.375000,,,,,,,,,,,,,0.746801,0.720313,-0.228011,7.395826,102.523651,-31.973757
166,1.383333,,,,,,,,,,,,,0.758886,0.716007,-0.227350,7.400657,102.514175,-31.972834
167,1.391667,,,,,,,,,,,,,0.762620,0.711427,-0.237152,7.397613,102.514648,-31.968121
168,1.400000,,,,,,,,,,,,,0.765856,0.715248,-0.233245,7.389452,102.522598,-31.968691
169,1.408333,,,,,,,,,,,,,0.767219,0.719316,-0.228044,7.391720,102.524208,-31.976368
170,1.416667,,,,,,,,,,,,,0.761465,0.722618,-0.221441,7.394779,102.519775,-31.975597
171,1.425000,,,,,,,,,,,,,0.752701,0.719012,-0.228686,7.389411,102.532181,-31.981535
172,1.433333,,,,,,,,,,,,,0.753380,0.712490,-0.231646,7.390250,102.507813,-31.961578
173,1.441667,,,,,,,,,,,,,0.754070,0.717548,-0.221396,7.392012,102.517838,-31.971045
174,1.450000,,,,,,,,,,,,,0.745715,0.717521,-0.230249,7.395546,102.529533,-31.976513
175,1.458333,,,,,,,,,,,,,0.748418,0.713528,-0.232771,7.390573,102.514343,-31.970497
176,1.466667,,,,,,,,,,,,,0.747577,0.720550,-0.226925,7.388456,102.515739,-31.968157
177,1.475000,,,,,,,,,,,,,0.754741,0.712352,-0.230879,7.390380,102.520065,-31.968082
178,1.483333,,,,,,,,,,,,,0.760424,0.710379,-0.240701,7.386567,102.533432,-31.987991
179,1.491667,,,,,,,,,,,,,0.766292,0.713901,-0.228827,7.393710,102.529289,-31.985954
180,1.500000,,,,,,,,,,,,,0.765259,0.716735,-0.230928,7.386126,102.525116,-31.978823
181,1.508333,,,,,,,,,,,,,0.756957,0.722661,-0.227051,7.395198,102.518517,-31.977228
182,1.516667,,,,,,,,,,,,,0.752976,0.717537,-0.226235,7.391224,102.544281,-32.001728
183,1.525000,,,,,,,,,,,,,0.744601,0.716858,-0.226984,7.393406,102.544022,-31.998068
184,1.533333,,,,,,,,,,,,,0.756649,0.717552,-0.228421,7.392760,102.516777,-31.978592
185,1.541667,,,,,,,,,,,,,0.745390,0.710775,-0.235459,7.391525,102.525772,-31.986752
186,1.550000,,,,,,,,,,,,,0.759390,0.712693,-0.235790,7.391334,102.520287,-31.979460
187,1.558333,,,,,,,,,,,,,1.020840,0.567244,-0.221168,7.060756,102.197304,-31.935453
188,1.566667,,,,,,,,,,,,,0.753914,0.715296,-0.228103,7.386508,102.529617,-31.992409
189,1.575000,,,,,,,,,,,,,0.753113,0.719444,-0.227842,7.388651,102.528008,-31.985161
190,1.583333,,,,,,,,,,,,,1.011484,0.575106,-0.216234,7.067587,102.210693,-31.949509
191,1.591667,,,,,,,,,,,,,0.748096,0.713694,-0.234108,7.384922,102.535072,-31.991682
192,1.600000,,,,,,,,,,,,,0.757772,0.720307,-0.235645,7.380444,102.529678,-31.993807
193,1.608333,,,,,,,,,,,,,0.763877,0.719773,-0.227160,7.383274,102.522202,-31.986315
194,1.616667,,,,,,,,,,,,,0.761619,0.720486,-0.226448,7.389481,102.549706,-32.002472
195,1.625000,,,,,,,,,,,,,0.745838,0.722625,-0.222628,7.387116,102.545265,-31.995241
196,1.633333,,,,,,,,,,,,,0.761792,0.719470,-0.235368,7.386168,102.538986,-31.995356
197,1.641667,,,,,,,,,,,,,0.757275,0.715922,-0.227999,7.378648,102.526787,-31.984385
198,1.650000,,,,,,,,,,,,,0.779215,0.717383,-0.230211,7.380612,102.535439,-31.988972
199,1.658333,,,,,,,,,,,,,0.772369,0.720201,-0.230212,7.387938,102.534203,-31.995050
