Format Version,1.23,Take Name,Take 2023-03-16 11.51.58 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-03-16 11.51.58.483 A.M.,Capture Start Frame,7031220,Total Frames in Take,2479,Total Exported Frames,2479,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,outer,outer,outer,outer,outer,outer,inner,inner,inner,inner,inner,inner,Robot,Robot,Robot,Robot,Robot,Robot
,ID,"4E59680EA26511ED1061CE48FBDC5DB3","4E59680EA26511ED1061CE48FBDC5DB3","4E59680EA26511ED1061CE48FBDC5DB3","4E59680EA26511ED1061CE48FBDC5DB3","4E59680EA26511ED1061CE48FBDC5DB3","4E59680EA26511ED1061CE48FBDC5DB3","66E8B991A26511ED1061CE48FBDC5DB3","66E8B991A26511ED1061CE48FBDC5DB3","66E8B991A26511ED1061CE48FBDC5DB3","66E8B991A26511ED1061CE48FBDC5DB3","66E8B991A26511ED1061CE48FBDC5DB3","66E8B991A26511ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3","9294D4D9A86211ED1061CE48FBDC5DB3"
,,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
545,4.541667,,,,,,,,,,,,,-0.144028,5.853664,-0.144029,-137.693344,103.435127,-16.837194
546,4.550000,,,,,,,,,,,,,-0.209149,5.876062,-0.053574,-139.582428,103.350670,-16.733568
547,4.558333,,,,,,,,,,,,,-0.369188,5.993454,-0.180097,-141.245773,103.757545,-16.563427
548,4.566667,,,,,,,,,,,,,0.027275,5.999847,-0.492297,-143.237183,104.059410,-16.697233
549,4.575000,,,,,,,,,,,,,-0.085624,6.139636,0.015415,-145.395172,103.193161,-16.022259
550,4.583333,,,,,,,,,,,,,-0.097286,6.109439,-0.046168,-147.242813,103.326294,-15.875875
551,4.591667,,,,,,,,,,,,,-0.058103,6.538634,-0.013406,-148.742203,103.302681,-15.153949
552,4.600000,,,,,,,,,,,,,-0.365022,6.195614,-0.265448,-150.835068,103.973213,-15.647285
553,4.608333,,,,,,,,,,,,,0.042971,6.361444,0.009082,-152.957169,103.292664,-15.102492
554,4.616667,,,,,,,,,,,,,-0.019427,6.618611,-0.083839,-154.474380,103.231377,-14.541385
555,4.625000,,,,,,,,,,,,,-0.285931,6.346671,-0.338928,-156.557983,103.908791,-14.948543
556,4.633333,,,,,,,,,,,,,-0.143506,6.381529,-0.029619,-158.860962,103.357079,-14.553869
557,4.641667,,,,,,,,,,,,,-0.298460,6.466682,-0.162703,-160.467926,103.925873,-14.431390
558,4.650000,,,,,,,,,,,,,0.005202,6.493447,0.018495,-162.709885,103.485222,-14.188231
559,4.658333,,,,,,,,,,,,,-0.343030,6.620953,-0.064654,-164.453476,103.978378,-14.060732
560,4.666667,,,,,,,,,,,,,0.225658,7.133037,0.477816,-166.259903,103.113419,-13.096122
561,4.675000,,,,,,,,,,,,,0.103750,6.594650,-0.501477,-168.250626,104.432068,-14.055186
562,4.683333,,,,,,,,,,,,,0.269017,7.178544,0.411903,-170.026962,103.000389,-12.531550
563,4.691667,,,,,,,,,,,,,0.186455,7.157939,0.304903,-171.878448,103.112381,-12.521251
564,4.700000,,,,,,,,,,,,,-0.145420,7.109613,0.032787,-173.672058,103.592110,-12.635135
565,4.708333,,,,,,,,,,,,,0.227024,7.262450,0.061454,-175.493301,103.346947,-12.223525
566,4.716667,,,,,,,,,,,,,-0.201413,6.900384,-0.369309,-177.460449,104.027710,-12.462136
567,4.725000,,,,,,,,,,,,,0.949418,6.518821,-0.847843,-179.584656,102.895607,-11.293110
568,4.733333,,,,,,,,,,,,,-0.282307,6.902162,-0.369354,-181.215973,104.041985,-12.083965
569,4.741667,,,,,,,,,,,,,0.038328,6.890445,-0.382400,-183.372620,103.693764,-11.840525
570,4.750000,,,,,,,,,,,,,0.268106,7.469218,0.066544,-184.927780,103.198662,-10.934910
571,4.758333,,,,,,,,,,,,,-0.041599,6.979750,-0.294703,-187.188553,103.689209,-11.396358
572,4.766667,,,,,,,,,,,,,-0.294237,7.029497,-0.562771,-188.615219,104.410378,-11.405337
573,4.775000,,,,,,,,,,,,,0.204216,7.404337,-0.279654,-190.487976,103.721359,-10.546679
574,4.783333,,,,,,,,,,,,,0.002154,7.091429,-0.643650,-192.822296,103.960648,-11.058447
575,4.791667,,,,,,,,,,,,,0.217383,7.509394,-0.188701,-194.181549,103.564331,-9.994793
576,4.800000,,,,,,,,,,,,,-0.839502,7.240190,-0.319637,-196.117752,104.776253,-9.921139
577,4.808333,,,,,,,,,,,,,-0.264606,7.171401,-0.682790,-197.989151,104.524872,-10.254529
578,4.816667,,,,,,,,,,,,,-0.123865,7.221618,-0.348524,-200.425827,103.994347,-9.812037
579,4.825000,,,,,,,,,,,,,-0.183431,7.289401,-0.587625,-201.884781,104.396355,-9.753538
580,4.833333,,,,,,,,,,,,,0.165699,7.244905,-0.404765,-204.143341,103.978951,-9.640796
581,4.841667,,,,,,,,,,,,,-0.151885,7.456674,-0.307217,-206.100418,103.853493,-9.186643
582,4.850000,,,,,,,,,,,,,-0.116966,7.340781,-0.639786,-207.724960,104.621239,-9.427987
583,4.858333,,,,,,,,,,,,,0.287081,7.241248,-0.425960,-210.209473,104.047813,-9.338592
584,4.866667,,,,,,,,,,,,,0.564564,8.117883,0.262594,-211.676254,103.706314,-8.034570
585,4.875000,,,,,,,,,,,,,0.278066,8.043571,0.060131,-213.393448,103.593224,-7.851655
586,4.883333,,,,,,,,,,,,,0.789385,8.385438,0.249124,-215.342117,103.968460,-7.796461
587,4.891667,,,,,,,,,,,,,0.670661,7.916189,-0.148851,-217.653168,104.375793,-8.306298
588,4.900000,,,,,,,,,,,,,0.740452,7.756524,-0.263007,-219.589600,104.424171,-8.240995
589,4.908333,,,,,,,,,,,,,0.924809,7.774373,-0.352601,-221.559174,104.779694,-8.052700
590,4.916667,,,,,,,,,,,,,0.741031,8.513844,0.275500,-222.978241,104.175262,-6.911518
591,4.925000,,,,,,,,,,,,,0.633314,7.927782,-0.537677,-225.076126,105.170166,-7.722435
592,4.933333,,,,,,,,,,,,,0.686582,8.047135,-0.559344,-227.011734,105.310410,-7.455390
593,4.941667,,,,,,,,,,,,,0.787091,7.941802,-0.490634,-229.072220,104.844391,-7.075205
594,4.950000,,,,,,,,,,,,,0.792163,8.130167,-0.114137,-231.024216,104.373619,-6.466762
595,4.958333,,,,,,,,,,,,,0.822030,8.685503,0.282525,-232.646713,103.956818,-5.454609
596,4.966667,,,,,,,,,,,,,0.866686,7.939396,-0.520969,-234.939133,104.808296,-6.334706
597,4.975000,,,,,,,,,,,,,0.687015,8.135522,-0.441107,-236.776749,104.688988,-5.716713
598,4.983333,,,,,,,,,,,,,0.647432,8.177582,-0.121262,-239.227280,103.880257,-5.649704
599,4.991667,,,,,,,,,,,,,0.839392,8.067234,-0.359903,-240.686264,104.603622,-5.387607
600,5.000000,,,,,,,,,,,,,0.814425,8.212754,-0.247156,-242.481537,104.710564,-5.110919
601,5.008333,,,,,,,,,,,,,0.793556,8.223903,-0.537667,-244.177765,105.329468,-5.189993
602,5.016667,,,,,,,,,,,,,0.826293,8.247457,-0.535718,-246.212387,105.062225,-4.794004
603,5.025000,,,,,,,,,,,,,0.937330,8.402265,-0.208755,-248.155106,104.694412,-4.291034
604,5.033333,,,,,,,,,,,,,0.797920,8.320799,-0.403274,-250.078384,104.737724,-4.075670
605,5.041667,,,,,,,,,,,,,0.813749,8.577074,-0.055164,-252.035263,104.425972,-3.727929
606,5.050000,,,,,,,,,,,,,0.837875,8.978975,0.105220,-253.377380,104.418594,-2.830369
607,5.058333,,,,,,,,,,,,,0.750348,8.450547,-0.290900,-255.654694,104.796661,-3.325268
608,5.066667,,,,,,,,,,,,,0.838335,8.607711,-0.255191,-257.586914,104.950302,-3.033475
609,5.075000,,,,,,,,,,,,,0.804340,8.491810,-0.337823,-259.369843,105.091232,-2.950791
610,5.083333,,,,,,,,,,,,,-0.604774,8.380205,-0.455429,-261.039001,103.891365,-1.883675
611,5.091667,,,,,,,,,,,,,0.767163,8.693653,-0.137888,-262.947205,104.917801,-2.312805
612,5.100000,,,,,,,,,,,,,0.728093,8.595569,-0.284027,-264.837708,105.129471,-2.565883
613,5.108333,,,,,,,,,,,,,0.463023,8.635890,-0.722279,-266.344971,105.745583,-2.185812
614,5.116667,,,,,,,,,,,,,0.402430,8.675005,-0.631279,-268.313080,105.564140,-1.910453
615,5.125000,,,,,,,,,,,,,0.634478,8.788671,-0.387155,-270.074158,104.318581,-0.476525
616,5.133333,,,,,,,,,,,,,0.038804,8.747592,-0.407690,-272.018250,104.643402,-0.537380
617,5.141667,,,,,,,,,,,,,0.095894,8.695811,-0.420856,-273.876404,104.755898,-0.423924
618,5.150000,,,,,,,,,,,,,0.031001,8.806647,-0.294146,-275.640076,104.530815,-0.111005
619,5.158333,,,,,,,,,,,,,0.140512,8.625794,-0.305217,-277.863892,104.513062,-0.079905
620,5.166667,,,,,,,,,,,,,0.839865,9.505323,0.166559,-278.770630,104.712219,0.704727
621,5.175000,,,,,,,,,,,,,0.703885,8.876279,-0.821127,-280.762115,106.036263,-0.141892
622,5.183333,,,,,,,,,,,,,0.710093,9.000257,-0.790647,-282.548767,106.065887,0.084887
623,5.191667,,,,,,,,,,,,,0.780636,9.636292,0.219321,-284.114807,104.774307,1.516481
624,5.200000,,,,,,,,,,,,,0.915117,9.332156,0.085100,-286.383667,104.863960,1.165749
625,5.208333,,,,,,,,,,,,,0.723910,9.152793,-0.078953,-288.071411,105.066193,1.325870
626,5.216667,,,,,,,,,,,,,0.554696,9.285784,-0.082387,-290.077850,104.929459,1.360239
627,5.225000,,,,,,,,,,,,,0.880372,9.133078,-0.294433,-291.596252,105.316635,1.766139
628,5.233333,,,,,,,,,,,,,0.162437,9.500537,-0.121488,-292.824219,104.416344,3.265360
629,5.241667,,,,,,,,,,,,,-0.026347,9.009552,-0.093772,-295.263580,104.194283,2.901882
630,5.250000,,,,,,,,,,,,,0.767276,9.212209,-0.858786,-296.483307,106.255951,2.193155
631,5.258333,,,,,,,,,,,,,0.245543,8.942028,-0.531049,-298.851563,104.906876,2.996819
632,5.266667,,,,,,,,,,,,,0.818182,9.405275,-0.170419,-300.581573,105.165016,3.078541
633,5.275000,,,,,,,,,,,,,0.769613,9.370668,-0.605121,-301.991913,105.845474,3.115606
634,5.283333,,,,,,,,,,,,,0.871279,9.378819,-0.405062,-303.722351,105.505547,3.594086
635,5.291667,,,,,,,,,,,,,0.789139,9.450778,-0.062878,-305.781158,105.082191,3.925347
636,5.300000,,,,,,,,,,,,,0.890964,10.050110,0.217207,-306.760468,104.942772,5.051323
637,5.308333,,,,,,,,,,,,,0.824304,9.517155,-0.200178,-308.812622,105.351372,4.618639
638,5.316667,,,,,,,,,,,,,0.913078,9.668922,-0.215494,-310.546295,105.387161,4.929236
639,5.325000,,,,,,,,,,,,,0.616794,9.994342,-0.060069,-311.836121,105.509758,5.388241
640,5.333333,,,,,,,,,,,,,0.886180,9.497117,-0.576151,-313.859680,105.840897,5.209333
641,5.341667,,,,,,,,,,,,,0.297567,9.318501,-0.688579,-315.849823,105.141533,5.833501
642,5.350000,,,,,,,,,,,,,0.852172,9.520838,-0.620897,-317.246002,105.944733,5.694273
643,5.358333,,,,,,,,,,,,,0.739241,9.582915,-0.964452,-318.709503,106.513535,5.870857
644,5.366667,,,,,,,,,,,,,0.961645,9.822067,-0.224981,-320.478912,105.317528,6.849045
645,5.375000,,,,,,,,,,,,,0.691092,9.904508,-0.068363,-322.223450,105.442162,6.988103
646,5.383333,,,,,,,,,,,,,0.753251,9.782707,0.050585,-324.347809,105.309380,6.928658
647,5.391667,,,,,,,,,,,,,0.714898,9.782417,-0.662973,-325.249939,106.360939,6.958680
648,5.400000,,,,,,,,,,,,,0.190514,9.469930,-0.320753,-327.415131,104.530472,7.896374
649,5.408333,,,,,,,,,,,,,0.905307,9.981474,-0.192209,-328.220154,105.734695,7.833113
650,5.416667,,,,,,,,,,,,,-0.297438,10.215627,-0.330596,-329.822174,103.989029,8.276637
651,5.425000,,,,,,,,,,,,,0.560911,9.586496,-0.432071,-330.591492,104.849091,8.548356
652,5.433333,,,,,,,,,,,,,0.932426,10.070424,-0.047845,-331.430603,105.463997,8.314157
653,5.441667,,,,,,,,,,,,,0.896608,10.170747,-0.314501,-331.745911,105.679146,8.559160
654,5.450000,,,,,,,,,,,,,-0.382045,10.253306,-0.803620,-332.776306,104.330093,8.885642
655,5.458333,,,,,,,,,,,,,0.481793,9.749017,-0.710040,-333.625366,104.914177,9.334784
656,5.466667,,,,,,,,,,,,,0.272101,9.815769,-0.415438,-334.678741,104.511856,9.213666
657,5.475000,,,,,,,,,,,,,0.278495,9.875790,-0.371434,-335.318726,104.647118,9.254148
658,5.483333,,,,,,,,,,,,,0.139501,9.990481,-0.267557,-335.757416,104.743797,9.827694
659,5.491667,,,,,,,,,,,,,0.218924,10.384039,-0.363116,-335.841187,105.097710,10.437431
660,5.500000,,,,,,,,,,,,,0.098159,10.289035,-0.471215,-336.455658,104.917442,10.512865
661,5.508333,,,,,,,,,,,,,0.079705,10.170231,-0.393475,-336.942169,104.784279,10.466046
662,5.516667,,,,,,,,,,,,,0.525202,9.798748,-0.571272,-337.791382,104.930870,10.093054
663,5.525000,,,,,,,,,,,,,0.553576,9.866982,-0.596475,-338.079102,105.027969,10.101504
664,5.533333,,,,,,,,,,,,,0.415826,10.037127,-0.841037,-338.051514,105.489487,10.056952
665,5.541667,,,,,,,,,,,,,0.319144,9.896091,-0.311630,-339.043213,104.643372,10.035995
666,5.550000,,,,,,,,,,,,,0.318431,9.876912,-0.316671,-339.211151,104.643761,10.095300
667,5.558333,,,,,,,,,,,,,0.490910,9.815606,-0.440131,-339.203278,104.781639,10.274186
668,5.566667,,,,,,,,,,,,,0.477677,9.818333,-0.444987,-339.272797,104.779808,10.280867
669,5.575000,,,,,,,,,,,,,0.307646,9.874905,-0.316868,-339.389526,104.626656,10.104488
670,5.583333,,,,,,,,,,,,,0.320587,9.873039,-0.335780,-339.323273,104.621353,10.085235
671,5.591667,,,,,,,,,,,,,0.338285,9.882682,-0.350623,-339.266388,104.629646,10.066981
672,5.600000,,,,,,,,,,,,,0.322502,9.864664,-0.355803,-339.223267,104.604156,10.056543
673,5.608333,,,,,,,,,,,,,0.319211,9.848238,-0.346780,-339.201630,104.608704,10.057537
674,5.616667,,,,,,,,,,,,,0.336667,9.840857,-0.353219,-339.191101,104.611626,10.061865
675,5.625000,,,,,,,,,,,,,0.331823,9.841341,-0.355989,-339.194061,104.623772,10.066391
676,5.633333,,,,,,,,,,,,,0.328356,9.846566,-0.353364,-339.192657,104.608665,10.049508
677,5.641667,,,,,,,,,,,,,0.327692,9.847196,-0.347504,-339.203033,104.611534,10.043879
678,5.650000,,,,,,,,,,,,,0.344853,9.863670,-0.353199,-339.193298,104.619240,10.050532
679,5.658333,,,,,,,,,,,,,0.844019,10.253745,-0.137978,-338.968018,105.416679,9.612876
680,5.666667,,,,,,,,,,,,,0.196485,10.190368,-0.693390,-339.478638,104.056770,9.713016
681,5.675000,,,,,,,,,,,,,0.331017,9.846852,-0.362993,-339.203888,104.617928,10.069374
682,5.683333,,,,,,,,,,,,,0.329403,9.842627,-0.347657,-339.196869,104.613007,10.068230
683,5.691667,,,,,,,,,,,,,0.331359,9.843685,-0.347504,-339.194824,104.617561,10.057870
684,5.700000,,,,,,,,,,,,,0.326845,9.845867,-0.348521,-339.195435,104.616806,10.060490
685,5.708333,,,,,,,,,,,,,0.334667,9.843080,-0.353833,-339.198517,104.602661,10.061061
686,5.716667,,,,,,,,,,,,,0.331307,9.838862,-0.360249,-339.198547,104.606575,10.063252
687,5.725000,,,,,,,,,,,,,0.337348,9.853088,-0.353547,-339.186829,104.594505,10.056550
688,5.733333,,,,,,,,,,,,,0.326548,9.844747,-0.357122,-339.199677,104.618805,10.065826
689,5.741667,,,,,,,,,,,,,0.319727,9.835008,-0.357948,-339.201233,104.614067,10.076730
690,5.750000,,,,,,,,,,,,,0.322776,9.839366,-0.350377,-339.197327,104.605820,10.070959
691,5.758333,,,,,,,,,,,,,0.329246,9.843581,-0.357547,-339.193115,104.607750,10.060965
692,5.766667,,,,,,,,,,,,,0.321934,9.832418,-0.355136,-339.191376,104.606483,10.063971
693,5.775000,,,,,,,,,,,,,0.322702,9.830069,-0.359962,-339.192566,104.603210,10.072352
694,5.783333,,,,,,,,,,,,,0.319082,9.840329,-0.345025,-339.184143,104.597816,10.063084
695,5.791667,,,,,,,,,,,,,0.318641,9.838412,-0.343151,-339.184937,104.596443,10.060337
696,5.800000,,,,,,,,,,,,,0.321026,9.830060,-0.346353,-339.188751,104.590416,10.070600
697,5.808333,,,,,,,,,,,,,0.329296,9.840838,-0.363335,-339.194824,104.602303,10.063400
698,5.816667,,,,,,,,,,,,,0.321310,9.831688,-0.355867,-339.194794,104.601402,10.069866
699,5.825000,,,,,,,,,,,,,0.838101,10.253205,-0.143105,-338.969513,105.414650,9.621084
700,5.833333,,,,,,,,,,,,,0.189926,10.190115,-0.695659,-339.462555,104.032463,9.706427
701,5.841667,,,,,,,,,,,,,0.314239,9.835824,-0.347270,-339.186340,104.591934,10.063371
702,5.850000,,,,,,,,,,,,,0.319303,9.837864,-0.347309,-339.187073,104.599586,10.062306
703,5.858333,,,,,,,,,,,,,0.321841,9.830667,-0.348700,-339.176605,104.596207,10.066405
704,5.866667,,,,,,,,,,,,,0.325935,9.836816,-0.361436,-339.199615,104.604462,10.071835
705,5.875000,,,,,,,,,,,,,0.312929,9.821132,-0.354249,-339.191254,104.592163,10.074872
706,5.883333,,,,,,,,,,,,,0.324736,9.836573,-0.359817,-339.193207,104.595360,10.075653
707,5.891667,,,,,,,,,,,,,0.327166,9.843363,-0.366610,-339.187408,104.603859,10.065960
708,5.900000,,,,,,,,,,,,,0.322336,9.831083,-0.360004,-339.193878,104.597000,10.071114
709,5.908333,,,,,,,,,,,,,0.317561,9.822455,-0.354243,-339.183167,104.591431,10.064539
710,5.916667,,,,,,,,,,,,,0.333347,9.840165,-0.356802,-339.198822,104.609329,10.063721
711,5.925000,,,,,,,,,,,,,0.331259,9.834881,-0.357735,-339.175110,104.590317,10.065074
712,5.933333,,,,,,,,,,,,,0.324256,9.833220,-0.355926,-339.186035,104.596199,10.059035
713,5.941667,,,,,,,,,,,,,0.325015,9.839971,-0.357223,-339.184265,104.597305,10.061500
714,5.950000,,,,,,,,,,,,,0.331029,9.832856,-0.359684,-339.183929,104.598816,10.066185
715,5.958333,,,,,,,,,,,,,0.847124,10.258450,-0.145645,-338.961609,105.430862,9.610725
716,5.966667,,,,,,,,,,,,,0.182872,10.179245,-0.694318,-339.452850,104.027748,9.704100
717,5.975000,,,,,,,,,,,,,0.326715,9.833488,-0.361777,-339.184204,104.591751,10.067602
718,5.983333,,,,,,,,,,,,,0.328804,9.841168,-0.356317,-339.187256,104.593498,10.065042
719,5.991667,,,,,,,,,,,,,0.330787,9.838962,-0.345784,-339.179871,104.590279,10.062922
720,6.000000,,,,,,,,,,,,,0.325518,9.840758,-0.356040,-339.187805,104.605698,10.070451
721,6.008333,,,,,,,,,,,,,0.342197,9.851564,-0.344452,-339.183441,104.603935,10.046563
722,6.016667,,,,,,,,,,,,,0.340209,9.854723,-0.357146,-339.191071,104.612312,10.058759
723,6.025000,,,,,,,,,,,,,0.333062,9.849157,-0.354209,-339.187012,104.601357,10.063280
724,6.033333,,,,,,,,,,,,,0.328896,9.837906,-0.352348,-339.186493,104.601158,10.059138
725,6.041667,,,,,,,,,,,,,0.324999,9.841870,-0.360196,-339.190247,104.592484,10.066582
726,6.050000,,,,,,,,,,,,,0.330769,9.842652,-0.353697,-339.185730,104.606178,10.057856
727,6.058333,,,,,,,,,,,,,0.324779,9.833151,-0.362973,-339.191132,104.599403,10.073721
728,6.066667,,,,,,,,,,,,,0.327041,9.837916,-0.347565,-339.185486,104.591736,10.063913
729,6.075000,,,,,,,,,,,,,0.329768,9.848069,-0.346663,-339.179413,104.600830,10.048330
730,6.083333,,,,,,,,,,,,,0.328368,9.833772,-0.356259,-339.187622,104.598785,10.066798
731,6.091667,,,,,,,,,,,,,0.324152,9.845821,-0.342696,-339.181335,104.604599,10.055693
732,6.100000,,,,,,,,,,,,,0.336279,9.855127,-0.345981,-339.182648,104.592392,10.049800
733,6.108333,,,,,,,,,,,,,0.327317,9.854146,-0.351112,-339.183105,104.598816,10.055030
734,6.116667,,,,,,,,,,,,,0.326397,9.843916,-0.346928,-339.185364,104.601303,10.056512
735,6.125000,,,,,,,,,,,,,0.333394,9.844994,-0.353158,-339.193207,104.609947,10.060480
736,6.133333,,,,,,,,,,,,,0.335615,9.842172,-0.343442,-339.187408,104.618378,10.050220
737,6.141667,,,,,,,,,,,,,0.330836,9.850860,-0.351675,-339.184967,104.592865,10.056583
738,6.150000,,,,,,,,,,,,,0.339165,9.847594,-0.355838,-339.183655,104.596649,10.055333
739,6.158333,,,,,,,,,,,,,0.332191,9.846422,-0.347986,-339.181915,104.588799,10.050508
740,6.166667,,,,,,,,,,,,,0.326358,9.842338,-0.352563,-339.195709,104.600769,10.064747
741,6.175000,,,,,,,,,,,,,0.331417,9.835111,-0.358487,-339.190674,104.606628,10.068047
742,6.183333,,,,,,,,,,,,,0.321234,9.824534,-0.347162,-339.187897,104.600945,10.068277
743,6.191667,,,,,,,,,,,,,0.332643,9.843534,-0.342014,-339.183075,104.592171,10.057858
744,6.200000,,,,,,,,,,,,,0.317197,9.835013,-0.353661,-339.188416,104.592697,10.071715
745,6.208333,,,,,,,,,,,,,0.327408,9.844165,-0.359790,-339.186676,104.595802,10.063516
746,6.216667,,,,,,,,,,,,,0.331845,9.839148,-0.359871,-339.188263,104.602913,10.060867
747,6.225000,,,,,,,,,,,,,0.319075,9.832335,-0.355384,-339.184296,104.582298,10.068364
748,6.233333,,,,,,,,,,,,,0.324668,9.842628,-0.362416,-339.197266,104.597748,10.067055
749,6.241667,,,,,,,,,,,,,0.330207,9.848024,-0.356163,-339.189941,104.598984,10.061809
750,6.250000,,,,,,,,,,,,,0.323209,9.824232,-0.360130,-339.191467,104.590324,10.071774
751,6.258333,,,,,,,,,,,,,0.324994,9.829350,-0.354711,-339.180908,104.583000,10.069298
752,6.266667,,,,,,,,,,,,,0.323939,9.834338,-0.359991,-339.197479,104.590370,10.073338
753,6.275000,,,,,,,,,,,,,0.324444,9.841162,-0.362399,-339.190521,104.595367,10.060617
754,6.283333,,,,,,,,,,,,,0.325025,9.837541,-0.367121,-339.186493,104.585434,10.064783
755,6.291667,,,,,,,,,,,,,0.328335,9.839890,-0.365248,-339.190765,104.606163,10.075876
756,6.300000,,,,,,,,,,,,,0.322768,9.837829,-0.359023,-339.184692,104.593498,10.070829
757,6.308333,,,,,,,,,,,,,0.318908,9.826204,-0.341164,-339.183472,104.593346,10.060822
758,6.316667,,,,,,,,,,,,,0.325970,9.828444,-0.362556,-339.197601,104.595009,10.073931
759,6.325000,,,,,,,,,,,,,0.316746,9.830734,-0.352706,-339.189240,104.596947,10.069723
760,6.333333,,,,,,,,,,,,,0.327902,9.847005,-0.362177,-339.189423,104.587196,10.065853
761,6.341667,,,,,,,,,,,,,0.313199,9.831861,-0.361947,-339.195007,104.598839,10.070814
762,6.350000,,,,,,,,,,,,,0.321482,9.826007,-0.371231,-339.201508,104.601837,10.082925
763,6.358333,,,,,,,,,,,,,0.842637,10.260536,-0.133499,-338.965485,105.412987,9.620066
764,6.366667,,,,,,,,,,,,,0.196125,10.180610,-0.704964,-339.462189,104.033463,9.712381
765,6.375000,,,,,,,,,,,,,0.319800,9.833529,-0.359335,-339.186798,104.592255,10.070935
766,6.383333,,,,,,,,,,,,,0.324202,9.835660,-0.358293,-339.192139,104.599388,10.063815
767,6.391667,,,,,,,,,,,,,0.323272,9.842415,-0.345719,-339.176514,104.574409,10.061255
768,6.400000,,,,,,,,,,,,,0.333329,9.838757,-0.369668,-339.202545,104.608833,10.076234
769,6.408333,,,,,,,,,,,,,0.324346,9.827436,-0.365113,-339.193115,104.596062,10.079657
770,6.416667,,,,,,,,,,,,,0.315670,9.824493,-0.363849,-339.191437,104.586143,10.079512
771,6.425000,,,,,,,,,,,,,0.317780,9.824554,-0.369064,-339.194794,104.590897,10.080606
772,6.433333,,,,,,,,,,,,,0.316595,9.819967,-0.363745,-339.195557,104.593735,10.085048
773,6.441667,,,,,,,,,,,,,0.320274,9.838652,-0.356750,-339.186462,104.596771,10.067311
774,6.450000,,,,,,,,,,,,,0.319775,9.822514,-0.357524,-339.184723,104.580345,10.074631
775,6.458333,,,,,,,,,,,,,0.321358,9.828577,-0.353182,-339.193268,104.593246,10.075689
776,6.466667,,,,,,,,,,,,,0.314703,9.832005,-0.364223,-339.194427,104.597771,10.077381
777,6.475000,,,,,,,,,,,,,0.325910,9.832380,-0.366584,-339.196106,104.593849,10.065740
778,6.483333,,,,,,,,,,,,,0.323460,9.828704,-0.363538,-339.197235,104.599762,10.075017
779,6.491667,,,,,,,,,,,,,0.319614,9.834714,-0.356757,-339.188080,104.589149,10.070019
780,6.500000,,,,,,,,,,,,,0.322879,9.830518,-0.368533,-339.206146,104.598770,10.082579
781,6.508333,,,,,,,,,,,,,0.320004,9.830456,-0.355966,-339.187347,104.591721,10.078760
782,6.516667,,,,,,,,,,,,,0.313066,9.816535,-0.355794,-339.195892,104.580582,10.081223
783,6.525000,,,,,,,,,,,,,0.323500,9.822871,-0.368822,-339.193115,104.591522,10.081602
784,6.533333,,,,,,,,,,,,,0.314033,9.829618,-0.364742,-339.196320,104.601013,10.079356
785,6.541667,,,,,,,,,,,,,0.329678,9.846799,-0.362375,-339.194061,104.582634,10.074195
786,6.550000,,,,,,,,,,,,,0.323790,9.823760,-0.359878,-339.192108,104.591858,10.077214
787,6.558333,,,,,,,,,,,,,0.320262,9.828323,-0.364614,-339.201508,104.582870,10.077740
788,6.566667,,,,,,,,,,,,,0.316307,9.835882,-0.365688,-339.190460,104.594963,10.071088
789,6.575000,,,,,,,,,,,,,0.328686,9.833488,-0.365676,-339.198212,104.598213,10.069883
790,6.583333,,,,,,,,,,,,,0.316233,9.819170,-0.356526,-339.190826,104.586845,10.077225
791,6.591667,,,,,,,,,,,,,0.316159,9.841173,-0.359132,-339.187988,104.576416,10.067856
792,6.600000,,,,,,,,,,,,,0.321044,9.830440,-0.351062,-339.178162,104.580803,10.066734
793,6.608333,,,,,,,,,,,,,0.319382,9.831664,-0.353808,-339.182434,104.588425,10.076100
794,6.616667,,,,,,,,,,,,,0.317885,9.829221,-0.352352,-339.193207,104.584068,10.070292
795,6.625000,,,,,,,,,,,,,0.317514,9.824227,-0.355419,-339.186157,104.577484,10.067284
796,6.633333,,,,,,,,,,,,,0.322792,9.824925,-0.357487,-339.195068,104.587799,10.072540
797,6.641667,,,,,,,,,,,,,0.317117,9.827579,-0.364722,-339.192352,104.590424,10.071942
798,6.650000,,,,,,,,,,,,,0.315999,9.826010,-0.366333,-339.194000,104.589600,10.091567
