0,0.000000,-0.265314,3.892619,-0.097949,-1604.478760,123.236763,5.832507
1,0.008333,-0.269756,3.892686,-0.097153,-1604.479492,123.233208,5.838491
2,0.016667,-0.259973,3.896406,-0.102270,-1604.488403,123.228516,5.843751
3,0.025000,-0.267546,3.889006,-0.093935,-1604.480225,123.226326,5.850961
4,0.033333,-0.177154,3.881620,-0.018998,-1604.524658,123.402031,5.894909
5,0.041667,-0.272838,3.889781,-0.091635,-1604.477173,123.230118,5.847214
6,0.050000,-0.180296,3.879774,-0.013118,-1604.521606,123.421661,5.889616
7,0.058333,-0.269263,3.894498,-0.097250,-1604.477661,123.232590,5.839828
8,0.066667,-0.180156,3.880183,-0.014278,-1604.524536,123.403900,5.893873
9,0.075000,-0.177241,3.877437,-0.013371,-1604.525024,123.403847,5.895208
10,0.083333,-0.175421,3.881012,-0.019574,-1604.522827,123.397316,5.888968
11,0.091667,-0.180064,3.878587,-0.018073,-1604.520020,123.400719,5.888945
12,0.100000,-0.267849,3.893458,-0.094398,-1604.479126,123.240395,5.835433
13,0.108333,-0.268282,3.890891,-0.094336,-1604.479004,123.226616,5.845526
14,0.116667,-0.273807,3.893785,-0.095089,-1604.480347,123.229195,5.851041
15,0.125000,-0.266130,3.895650,-0.097069,-1604.479980,123.227203,5.846154
16,0.133333,-0.268897,3.890674,-0.093045,-1604.486694,123.229477,5.844498
17,0.141667,-0.261900,3.892853,-0.092277,-1604.481934,123.242508,5.853055
18,0.150000,-0.255234,3.889506,-0.094180,-1604.478516,123.246040,5.855892
19,0.158333,-0.265758,3.894691,-0.096261,-1604.487671,123.230324,5.846882
20,0.166667,-0.254974,3.892367,-0.094648,-1604.484985,123.248581,5.862562
21,0.175000,-0.264753,3.891393,-0.097639,-1604.484619,123.231285,5.850147
22,0.183333,-0.252405,3.888296,-0.086139,-1604.483276,123.253578,5.858105
23,0.191667,-0.269989,3.895160,-0.098689,-1604.481934,123.241859,5.841459
24,0.200000,-0.271823,3.892832,-0.099977,-1604.480469,123.233459,5.842807
25,0.208333,-0.269999,3.893509,-0.097399,-1604.474609,123.228157,5.840770
26,0.216667,-0.255051,3.887899,-0.087415,-1604.475220,123.240448,5.856357
27,0.225000,-0.265667,3.889410,-0.088245,-1604.484619,123.226852,5.852362
28,0.233333,-0.267253,3.894466,-0.098747,-1604.488770,123.235725,5.841516
29,0.241667,-0.270667,3.891337,-0.097628,-1604.478882,123.237190,5.841132
30,0.250000,-0.267350,3.893051,-0.093185,-1604.478394,123.239555,5.837612
31,0.258333,-0.262321,3.896881,-0.098037,-1604.479126,123.236305,5.843221
32,0.266667,-0.270364,3.891817,-0.089658,-1604.478760,123.232750,5.850563
33,0.275000,-0.266320,3.891155,-0.089559,-1604.485229,123.227043,5.851503
34,0.283333,-0.262018,3.892555,-0.095262,-1604.487305,123.230743,5.848303
35,0.291667,-0.179793,3.877468,-0.018986,-1604.522217,123.406105,5.888960
36,0.300000,-0.176190,3.877734,-0.018009,-1604.524536,123.423561,5.889014
37,0.308333,-0.275455,3.894380,-0.101506,-1604.482544,123.240440,5.843183
38,0.316667,-0.179680,3.876234,-0.014731,-1604.524658,123.404358,5.892227
39,0.325000,-0.266251,3.893892,-0.090024,-1604.484009,123.224846,5.850207
40,0.333333,-0.254431,3.890533,-0.090208,-1604.484985,123.245903,5.854165
41,0.341667,-0.184370,3.876741,-0.011122,-1604.528442,123.405884,5.895539
42,0.350000,-0.183922,3.878592,-0.020132,-1604.521851,123.410591,5.888320
43,0.358333,-0.181136,3.876438,-0.019620,-1604.516846,123.411552,5.889885
44,0.366667,-0.257585,3.889163,-0.089913,-1604.481323,123.245918,5.853566
45,0.375000,-0.266998,3.894462,-0.098841,-1604.486816,123.222961,5.849435
46,0.383333,-0.256858,3.890705,-0.086729,-1604.483032,123.247269,5.855206
47,0.391667,-0.258972,3.890455,-0.092434,-1604.480469,123.249870,5.852568
48,0.400000,-0.265739,3.893502,-0.095599,-1604.477417,123.231621,5.840629
49,0.408333,-0.259756,3.891220,-0.093248,-1604.481079,123.253876,5.848423
50,0.416667,-0.272821,3.892893,-0.096481,-1604.481079,123.223663,5.846332
51,0.425000,-0.267815,3.893420,-0.096550,-1604.479980,123.226646,5.844381
52,0.433333,-0.269379,3.892493,-0.091333,-1604.483398,123.237091,5.844509
53,0.441667,-0.267793,3.889838,-0.090291,-1604.478882,123.232887,5.843476
54,0.450000,-0.270365,3.896107,-0.098601,-1604.484375,123.233917,5.841041
55,0.458333,-0.266779,3.892300,-0.094006,-1604.477539,123.233673,5.845012
56,0.466667,-0.272305,3.896649,-0.098850,-1604.484863,123.228836,5.840786
57,0.475000,-0.256999,3.890795,-0.086819,-1604.484619,123.250206,5.853231
58,0.483333,-0.267960,3.892749,-0.095513,-1604.481201,123.223030,5.843243
59,0.491667,-0.269368,3.890504,-0.092166,-1604.481934,123.222626,5.841503
60,0.500000,-0.264513,3.895194,-0.099506,-1604.485229,123.225418,5.841477
61,0.508333,-0.260521,3.894015,-0.097844,-1604.481323,123.236870,5.841464
62,0.516667,-0.268424,3.894192,-0.099218,-1604.481567,123.238220,5.845036
63,0.525000,-0.253218,3.892698,-0.093857,-1604.481567,123.252457,5.851012
64,0.533333,-0.253435,3.892850,-0.089640,-1604.484863,123.255623,5.857079
65,0.541667,-0.270847,3.893316,-0.098310,-1604.482910,123.228806,5.842896
66,0.550000,-0.266932,3.891565,-0.093774,-1604.485352,123.224739,5.847041
67,0.558333,-0.179891,3.881027,-0.016867,-1604.523560,123.400894,5.896206
68,0.566667,-0.271507,3.896941,-0.103648,-1604.485596,123.225288,5.840951
69,0.575000,-0.180401,3.875501,-0.013176,-1604.521973,123.408554,5.892315
70,0.583333,-0.270229,3.893458,-0.096803,-1604.478882,123.235229,5.841186
71,0.591667,-0.264719,3.894356,-0.091883,-1604.482544,123.236404,5.840652
72,0.600000,-0.265700,3.891181,-0.096563,-1604.487061,123.237030,5.846692
73,0.608333,-0.266482,3.896516,-0.101080,-1604.482300,123.221573,5.849731
74,0.616667,-0.267041,3.893484,-0.096297,-1604.483521,123.226822,5.844505
75,0.625000,-0.176613,3.880291,-0.016720,-1604.516724,123.403259,5.896149
76,0.633333,-0.271432,3.890774,-0.095553,-1604.479370,123.240738,5.844805
77,0.641667,-0.179681,3.876669,-0.013351,-1604.524048,123.413589,5.888694
78,0.650000,-0.272158,3.891919,-0.095555,-1604.479004,123.229935,5.846392
79,0.658333,-0.270441,3.895103,-0.096526,-1604.488281,123.221519,5.843082
80,0.666667,-0.265849,3.888574,-0.096787,-1604.480103,123.227707,5.848633
81,0.675000,-0.265949,3.892041,-0.094306,-1604.480347,123.238525,5.845448
82,0.683333,-0.260416,3.887978,-0.091611,-1604.484619,123.253036,5.849710
83,0.691667,-0.181255,3.874778,-0.017240,-1604.522339,123.415924,5.885385
84,0.700000,-0.269202,3.891698,-0.094133,-1604.483521,123.230522,5.844478
85,0.708333,-0.266580,3.893736,-0.094404,-1604.486084,123.230644,5.845979
86,0.716667,-0.265748,3.892107,-0.091606,-1604.482422,123.226128,5.846726
87,0.725000,-0.264201,3.888317,-0.091527,-1604.478638,123.227478,5.843060
88,0.733333,-0.176134,3.880538,-0.020720,-1604.525024,123.405128,5.888026
89,0.741667,-0.270182,3.893952,-0.098061,-1604.484375,123.231758,5.842335
90,0.750000,-0.257012,3.888856,-0.092050,-1604.479370,123.241486,5.849650
91,0.758333,-0.268479,3.893070,-0.096821,-1604.481567,123.228294,5.846158
92,0.766667,-0.180033,3.877550,-0.015490,-1604.523071,123.403534,5.892499
93,0.775000,-0.264327,3.896476,-0.097697,-1604.481323,123.225822,5.842698
94,0.783333,-0.271045,3.894897,-0.098690,-1604.477051,123.231636,5.840546
95,0.791667,-0.275292,3.890487,-0.089668,-1604.481079,123.232468,5.845882
96,0.800000,-0.263077,3.887040,-0.095917,-1604.477417,123.238838,5.842220
97,0.808333,-0.259248,3.894526,-0.093101,-1604.480225,123.229424,5.840850
